reason,tmdb_id,slug,score,movie_title,year_released,tmdb_title,tmdb_year,release_date,popularity,existing_slug
no_match,,crazy-finland,,Crazy Finland,1967,,,,,
no_match,,crime-scene-the-vanishing-at-the-cecil-hotel,,Crime Scene: The Vanishing at the Cecil Hotel,2021,,,,,
low_confidence,1553910,creative-vision,0.7143,Creative Vision,2021,Carving The Creative Vision,,,0.0214,
no_match,,creation-is-violent-anecdotes-from-kinskis-final-years,,Creation Is Violent: Anecdotes from Kinski’s Final Years,2021,,,,,
collision_existing,694887,cracker,0.7886,Cracker,2006,Cracker: Nine Eleven,2006,2006-10-30,0.3266,cracker-nine-eleven
collision_existing,681022,cowboys-2020,1.2503,Cowboys,2020,Cowboys,2020,2020-04-15,0.6646,film:605552
collision_existing,655187,coven-2020-1,1.2504,Coven,2020,Coven,2020,2020-10-02,0.8777,coven-2020
collision_existing,788335,cousins-2,1.2503,Cousins,2021,Cousins,2021,2021-03-03,0.6990,cousins-2021
collision_existing,398082,courage-1999,1.2501,Courage,1999,Courage,1999,1999-12-06,0.1656,coraje
no_match,,cowabunga-christmas,,Cowabunga Christmas,2004,,,,,
low_confidence,158470,cosmic-rescue,0.7504,Cosmic Rescue,2003,Cosmic Rescue -The Moonlight Generations-,2003,2003-07-11,0.7591,
collision_existing,1371636,corpse-2018,1.2501,Corpse,2018,Corpse,2018,2018-05-01,0.1453,corpse-3
collision_existing,474512,coral-reef-legend-elfie-of-the-blue-sea,1.2504,Coral Reef Legend: Elfie of the Blue Sea,1986,Coral Reef Legend: Elfie of the Blue Sea,1986,1986-05-19,0.7846,the-legend-of-the-blue-sea
collision_existing,86095,cop-game,1.2502,Cop Game,1988,Cop Game,1988,1988-01-01,0.3079,cop-game-giochi-di-poliziotto
collision_existing,730741,cortex-2020,1.1002,Cortex,2019,Cortex,2020,2020-10-22,0.4454,cortex-are-you-awake
collision_existing,548967,conversation-with-romy-schneider,1.2501,Conversation with Romy Schneider,2018,Conversation with Romy Schneider,2018,2018-09-16,0.1995,conversation-avec-romy-schneider
collision_existing,341050,convergence-2017,1.2502,Convergence,2017,Convergence,2017,2017-02-05,0.4568,convergence-2015
collision_existing,504718,contragolpe-1,1.0001,Contragolpe,,Contragolpe,1979,1979-03-14,0.1172,contragolpe
collision_existing,243403,conquest-of-light,1.2500,Conquest of Light,1975,Conquest of Light,1975,1975-06-07,0.0327,the-conquest-of-light
no_match,,cool-school-camp,,Cool School Camp,2007,,,,,
collision_existing,493636,connections-2008,1.2501,Connections,2008,Connections,2008,2008-05-16,0.2501,connections
no_match,,convenience-store-boy-friends,,Convenience Store Boy Friends,2017,,,,,
collision_existing,298161,coney-island-1991,1.2502,Coney Island,1991,Coney Island,1991,1991-02-04,0.3427,american-experience-coney-island
collision_existing,468088,concert-number-three,1.2500,Concert Number Three,2004,Concert Number Three,2004,2004-06-06,0.0362,concerto-numero-tres
collision_existing,61688,complexo-parallel-universe,1.2502,Complexo: Parallel Universe,2011,Complexo: Parallel Universe,2011,2011-01-13,0.3011,complexo-universo-paralelo
collision_existing,171904,compelled,1.2501,Compelled,1960,Compelled,1960,1960-12-01,0.1187,compelled-2019
collision_existing,157373,commune-1,1.0001,Commune,,Commune,2005,2005-04-07,0.2317,commune
no_match,,commingled-containers,,Commingled Containers,1996,,,,,
collision_existing,463127,come-into-the-garden-maud,1.2501,Come Into the Garden Maud,1982,Come Into The Garden Maud,1982,1982-07-07,0.2218,come-into-the-garden-maud-1982
no_match,,columbo-short-fuse,,Columbo: Short Fuse,,,,,,
no_match,,come-un-delfino,,Come Un Delfino,2011,,,,,
collision_existing,115903,colegas,1.2503,Colegas,1982,Pals,1982,1982-10-25,0.5458,pals-1982
no_match,,collection-of-the-dead,,Collection of the Dead,,,,,,
no_match,,columbo-lady-in-waiting,,Columbo: Lady in Waiting,1971,,,,,
collision_existing,595985,cold-blood-1,1.0010,Cold Blood,,Cold Blood,2019,2019-05-15,1.9608,cold-blood-2019
collision_existing,308167,coconut-the-dragon,1.2501,Coconut the Dragon,2014,Coconut the Dragon,2014,2014-12-18,0.2898,coconut-the-little-dragon
collision_existing,32513,cold-comfort-farm-1968,1.0004,Cold Comfort Farm,1968,Cold Comfort Farm,1995,1995-01-01,0.7251,cold-comfort-farm
no_match,,coil-a-circle-of-children,,Coil - A Circle of Children,2007,,,,,
no_match,,coffee-prince-2007,,Coffee Prince,2007,,,,,
collision_existing,626359,clown-2019-1,1.2506,Clown,2019,Clown,2019,2019-08-27,1.2258,clown-2019
no_match,,cmt-crossroads-lady-antebellum-with-stevie-nicks,,CMT Crossroads Lady Antebellum with Stevie Nicks,2013,,,,,
no_match,,clown-jewels,,Clown Jewels,1961,,,,,
collision_existing,464284,clay-2008,1.2501,Clay,2008,Clay,2008,2008-03-30,0.2807,clay
no_match,,clgn-dersane-kampta,,Çılgın Dersane 2: Kampta,2008,,,,,
collision_existing,436786,clapboard-jungle,0.6947,Clapboard Jungle,2020,Clapboard Jungle: Surviving the Independent Film Business,2020,2020-03-26,0.5691,clapboard-jungle-surviving-the-independent-film-business
no_match,,clean-colored-wire,,Clean Colored Wire,2017,,,,,
no_match,,clark-and-michael-2007,,Clark and Michael,2007,,,,,
collision_existing,679202,citrus-2020,0.6786,Citrus,2020,the buoyancy of citrus,2020,2020-02-29,0.0214,the-buoyancy-of-citrus
collision_existing,750008,citizen-kitano,1.2503,Citizen Kitano,2020,Citizen Kitano,2020,2020-10-16,0.6649,citizen-k-2020
collision_existing,153628,cirque-du-soleil-amaluna,1.2501,Cirque du Soleil: Amaluna,2013,Cirque du Soleil: Amaluna,2013,2013-05-01,0.1964,cirque-du-soleil-amaluna-2013
collision_existing,17627,city-rats-1986,1.0002,City Rats,1986,City Rats,2009,2009-04-24,0.4619,city-rats
collision_existing,797583,circle-of-deception,1.2503,Circle of Deception,2021,Circle of Deception,2021,2021-03-06,0.5534,a-circle-of-deception
no_match,,city-of-scars-2010-1,,City of Scars,2010,,,,,
collision_existing,299202,cinematic-correspondences-jaime-rosales-wang-bing,1.2501,Cinematic Correspondences: Jaime Rosales - Wang Bing,2009,Cinematic Correspondences: Jaime Rosales - Wang Bing,2009,2009-01-01,0.2687,film:226390
collision_existing,11224,cinderella-2011,1.0051,Cinderella,2011,Cinderella,1950,1950-02-22,10.1568,cinderella
no_match,,cinderella-and-four-knights,,Cinderella and Four Knights,2016,,,,,
no_match,,chvrches-live-at-the-pitchfork-music-festival,,Chvrches : Live at the Pitchfork Music Festival,2014,,,,,
collision_existing,192783,christian-feasts-secular-feasts,1.2500,"Christian Feasts, Secular Feasts",1934,"Christian Feasts, Secular Feasts",1934,1934-01-01,0.0143,fiestas-cristianas-fiestas-profanas
collision_existing,637932,chronometer-2020,1.0000,Chronometer,2020,Chronometer,1990,1990-10-08,0.0281,chronometer-1
no_match,,chronicle-of-a-escape,,Chronicle of a Escape,2006,,,,,
collision_existing,157283,christopher-columbus-1985,1.0002,Christopher Columbus,1985,Christopher Columbus,1949,1949-10-12,0.3326,christopher-columbus
no_match,,christmas-is-for-sharing,,Christmas Is for Sharing,2014,,,,,
collision_existing,96162,chitchor,1.2501,Chitchor,1976,Chitchor,1976,1976-01-01,0.1548,chitchor-1976
no_match,,chink,,Chink,2013,,,,,
no_match,,cholos-empericados-2,,Cholos empericados 2,2006,,,,,
collision_existing,20748,children-of-god,1.2501,Children of God,2009,Children of God,2009,2009-05-03,0.1671,film:66374
no_match,,chinas-60th-anniversary-chinese-military-celebration,,China's 60th Anniversary Chinese Military Celebration,2010,,,,,
no_match,,childs-play-toy-story-massacre,,Child's Play: Toy Story Massacre,2019,,,,,
no_match,,children-of-the-new-forest,,Children of the New Forest,1998,,,,,
no_match,,chhota-bheem-krishna-patliputra-city-of-the-dead,,Chhota Bheem & Krishna: Patliputra- City of the Dead,,,,,,
collision_existing,240546,chess-2006-1,1.2502,Chess,2006,Chess,2006,2006-07-07,0.4416,chess-2006
no_match,,chicago-typewriter,,Chicago Typewriter,2017,,,,,
collision_existing,174121,chelsea-manning-had-secrets,1.2500,Chelsea Manning Had Secrets,2012,Chelsea Manning Had Secrets,2012,2012-07-20,0.0882,bradley-manning-had-secrets
no_match,,chibi-vampire-the-motion-picture,,Chibi Vampire The Motion Picture,2005,,,,,
no_match,,chibi-godzillas-toho-cinema-movie-lineup,,Chibi Godzilla’s Toho Cinema Movie Lineup,2019,,,,,
no_match,,chhota-bheem-and-the-throne-of-bali,,Chhota Bheem and the Throne of Bali,2013,,,,,
collision_existing,684412,charmed-by-the-sirens,1.2500,Charmed by the Sirens,1911,Charmed by the Sirens,1911,1911-08-18,0.0404,la-legende-des-ondines
collision_existing,471335,cheese-in-the-trap-2016,1.0006,Cheese in the Trap,2016,Cheese in the Trap,2018,2018-03-14,1.2877,cheese-in-the-trap
no_match,,cheat-on-me-if-you-can,,"Cheat On Me, If You Can",2020,,,,,
no_match,,che-harasi-darad-zolmat-e-rooh,,Che harasi darad zolmat-e rooh,1972,,,,,
no_match,,charter-trip-2-snowroller,,Charter Trip 2: Snowroller,1985,,,,,
no_match,,charlottes-net-redacted,,Charlotte's Net: REDACTED,2021,,,,,
no_match,,char-vogi,,Char vogi,1928,,,,,
collision_existing,76394,chance-or-coincidence,1.2501,Chance or Coincidence,1998,Chance or Coincidence,1998,1998-11-18,0.2980,hasards-ou-coincidences
collision_existing,64127,chance-2009,1.2501,Chance,2009,Chance,2009,2009-01-15,0.2591,housekeepers-revenge
collision_existing,483223,charlie-boy-1980-1,1.0001,Charlie Boy,1980,Charlie Boy,2016,2016-10-29,0.1320,charlie-boy
no_match,,charles-and-diana-1983,,Charles and Diana: 1983,2021,,,,,
collision_existing,301619,charitraheen-2018,1.0003,Charitraheen,2018,Charitraheen,1974,1974-01-01,0.5948,charitraheen
collision_existing,773008,cenicienta-swing,1.2500,Cenicienta Swing,2020,Cenicienta Swing,2020,2020-10-01,0.0143,cinderella-swing
collision_existing,150632,celestial-navigation,1.2500,Celestial Navigation,1984,Celestial Navigation,1984,1984-04-28,0.0143,celestial-navigations
collision_existing,280682,cecilia-bryn-at-glyndebourne,1.0000,Cecilia & Bryn at Glyndebourne,,Cecilia & Bryn at Glyndebourne,1999,1999-04-24,0.0623,cecilia-bryn-at-glyndebourne-1999
no_match,,centron-commercial,,Centron Commercial,1967,,,,,
no_match,,celine-dion-la-tournee-mondiale-taking-chances-le-spectacle,,Céline Dion: La tournée Mondiale Taking Chances - Le Spectacle,2010,,,,,
collision_existing,329968,cat-story-the-movie-1,1.1001,Cat Story The Movie 1,2006,Cat Story The Movie 1,2007,2007-02-28,0.2091,nyanko-the-movie
no_match,,cautious-hero-the-hero-is-overpowered-but-overly-cautious,,Cautious Hero: The Hero Is Overpowered but Overly Cautious,2019,,,,,
no_match,,catnips-of-1940,,Catnips of 1940,1934,,,,,
no_match,,catherine-deneuve-belle-et-bien-la,,"Catherine Deneuve, Beautiful but Aloof",2010,,,,,
no_match,,catherine-cooksons-a-dinner-of-herbs,,Catherine Cookson's A Dinner of Herbs,2000,,,,,
collision_existing,9681,casanova,1.2514,Casanova,2005,Casanova,2005,2005-12-25,2.8769,casanova-2005
no_match,,cat-stevens-vina-del-mar-international-song-festival-2015,,Cat Stevens: Viña del Mar International Song Festival 2015,2015,,,,,
collision_existing,95025,casanova-1971,0.6826,Casanova,1971,The Exotic Dreams of Casanova,1971,1971-02-22,0.2607,the-exotic-dreams-of-casanova
no_match,,cat-among-the-pigeons-2008,,Cat Among The Pigeons,2008,,,,,
collision_existing,69223,caro-emerald-with-the-grandmono-orchestra-live-in-concert-at-the-heineken-music-hall,1.2500,Caro Emerald With The Grandmono Orchestra - Live In Concert At The Heineken Music Hall,2010,Caro Emerald With The Grandmono Orchestra - Live In Concert At The Heineken Music Hall,2010,2010-12-21,0.0071,caro-emerald-live-in-concert
collision_existing,25403,caro-diario,1.2504,Caro diario,1993,Dear Diary,1993,1993-11-12,0.8625,dear-diary
collision_existing,227379,carnality,1.2501,Carnality,1974,Carnality,1974,1974-11-25,0.2518,naked-and-lustful
no_match,,casa-dogs-vs-aliens,,Casa: Dogs vs. Aliens,2020,,,,,
collision_existing,64822,cari-fottutissimi-amici,1.2502,Cari fottutissimi amici,1994,Dear Goddamned Friends,1994,1994-03-04,0.4086,dear-goddamned-friends
no_match,,carga-de-rurales,,Ruraux au galop,1896,,,,,
collision_existing,104420,career-1938,1.2501,Career,1938,Career,1938,1938-10-11,0.1329,karriar
collision_existing,89756,captive-1998-2,1.2502,Captive,1998,Captive,1998,1998-01-01,0.3709,captive-1998
collision_existing,285191,captain-sabertooth-the-treasure-of-lama-rama,1.2068,Captain Sabertooth & The Treasure Of Lama Rama,2014,Captain Sabertooth and the Treasure of Lama Rama,2014,2014-09-26,0.5468,captain-sabertooth-and-the-treasure-of-lama-rama
collision_existing,430520,captain-future-1978,0.6951,Captain Future,1978,Captain Future: The Great Race in the Solar System,1978,1978-12-31,1.2964,captain-future-the-great-race-in-the-solar-system
no_match,,carcass-2015-motocultor-festival,,Carcass: [2015] Motocultor Festival,2015,,,,,
no_match,,carcass-2014-wacken-open-air,,Carcass: [2014] Wacken Open Air,2014,,,,,
low_confidence,822119,captain-america-4,0.6744,Captain America 4,,Captain America: Brave New World,2025,2025-02-12,15.3697,
collision_existing,5691,canterbury-tales,0.8898,Canterbury Tales,2003,The Canterbury Tales,1972,1972-09-02,1.8260,the-canterbury-tales
no_match,,captain-tsubasa-movie-03-run-to-catch-the-tomorrow,,Captain Tsubasa Movie 03: Run to catch the tomorrow!,1986,,,,,
collision_existing,130140,candy-candy-1992,0.9380,Candy Candy,1992,Candy Candy: The Movie,1992,1992-04-25,1.0910,candy-candy-the-movie
collision_existing,144253,canaan-2009,0.7302,Canaan,2009,Christmas in Canaan,2009,2009-12-12,0.3506,christmas-in-canaan
collision_existing,647920,campaign-2003,1.2502,Campaign,2003,Campaign,2003,2003-12-03,0.3097,campaign-2013
no_match,,cant-get-you-out-of-my-head,,Can't Get You Out of My Head,2021,,,,,
no_match,,cameras-in-middle-earth-2003,,Cameras in Middle-Earth,2003,,,,,
collision_existing,176891,call-me-mike,1.2501,Call Me Mike,1979,Call Me Mike,1979,1979-03-07,0.2384,llamenme-mike
collision_existing,241775,calhoun,1.2502,Calhoun,1964,Calhoun,1964,1964-07-08,0.3526,calhoun-county-agent
collision_existing,587311,calamity-jane-2020,1.0122,Calamity Jane,2020,Calamity,2020,2020-10-14,0.5407,calamity-a-childhood-of-martha-jane-cannary
no_match,,cage-the-elephant-unpeeled,,Cage The Elephant - Unpeeled,,,,,,
collision_existing,706747,bzzz-2016,1.2502,Bzzz,2016,Bzzz,2016,2016-01-01,0.3380,bzzz-1
collision_existing,438029,byun-objet-trouve,1.2500,"Byun, Objet trouvé",2012,"Byun, Objet trouvé",2012,2012-12-31,0.0143,byun-object-trouve
collision_existing,227796,by-the-lake-1994,1.2501,By the Lake,1994,By the Lake,1994,1994-09-26,0.1077,au-bord-du-lac
no_match,,caca-a-bruxa,,Caça à Bruxa,2021,,,,,
low_confidence,310127,but-what-sign-are-you,0.6404,But What Sign Are You?,2014,Ma tu di che segno 6?,2014,2014-12-11,0.2830,
collision_existing,24010,bus-stop-2,1.0007,BUS STOP,,Bus Stop,1956,1956-08-31,1.3817,bus-stop-2002
collision_existing,361320,burning-shaolin-temple,1.2501,Burning Shaolin Temple,1979,Burning Shaolin Temple,1979,1979-02-22,0.1036,double-dragon-in-last-duel
collision_existing,351025,burlesque-1932-1,1.2500,Burlesque,1932,Burlesque,1932,1932-09-03,0.0214,burleska
collision_existing,351025,burlesque-1932,1.2500,Burlesque,1932,Burlesque,1932,1932-09-03,0.0214,burleska
collision_existing,73911,bully-2009,1.0195,Bully,2009,Bullying,2009,2009-10-20,0.4476,bullying
collision_existing,233780,bulaklak-ng-maynila,1.2502,Bulaklak ng Maynila,1999,Bulaklak ng Maynila,1999,1999-12-29,0.3218,flower-of-manila
collision_existing,150037,bugambilia,1.2502,Bugambilia,1945,Bugambilia,1945,1945-11-02,0.3138,bougainvillea
collision_existing,457620,buddy-2015,1.2502,Buddy,2015,Buddy,2015,2015-11-30,0.3094,buddy-2015-1
collision_existing,340694,buddahs-head,1.2502,Buddah's Head,2009,Buddah's Head,2009,2009-05-17,0.3062,cabeza-de-buda
no_match,,btech-web,,B.Tech (web),,,,,,
no_match,,brotherhood-the-inner-life-of-monks,,Brotherhood: The Inner Life of Monks,,,,,,
collision_existing,43541,brother-and-sister-2010,1.2501,Brother and Sister,2010,Brother and Sister,2010,2010-04-01,0.2272,dos-hermanos
collision_existing,570137,brother-2019-2,1.2504,Brother,2019,Brother,2019,2019-07-31,0.7024,brother-2019-1
collision_existing,269308,bringing-godzilla-down-to-size-the-art-of-japanese-special-effects,1.2502,Bringing Godzilla Down to Size: The Art of Japanese Special Effects,2008,Bringing Godzilla Down to Size: The Art of Japanese Special Effects,2008,2008-08-03,0.3638,bringing-godzilla-down-to-size
no_match,,brodyquest-2010,,Brodyquest,2010,,,,,
no_match,,brockhampton-the-top-of-the-mountain,,BROCKHAMPTON: THE TOP OF THE MOUNTAIN,2021,,,,,
collision_existing,535883,bridge-2016,1.2501,Bridge,2016,Bridge,2016,2016-08-15,0.1592,bridge-3
no_match,,britain-welcomes-the-emperor-and-empress-of-japan,,Britain Welcomes the Emperor and Empress of Japan,1973,,,,,
no_match,,brian-adams-unplugged,,Brian Adams Unplugged,,,,,,
collision_existing,173631,bremen-freedom,1.2502,Bremen Freedom,1972,Bremen Freedom,1972,1972-11-12,0.3724,bremer-freiheit
collision_existing,241995,breezes-of-love,1.2504,Breezes of Love,1982,Breezes of Love,1982,1982-01-01,0.7002,brisas-do-amor
low_confidence,954749,breathtaking-2020,0.7115,Breathtaking,2020,4K Corsica - Breathtaking Views From Above,2020,2020-03-10,0.0143,
collision_existing,611329,breathe-2019,1.2501,Breathe,2019,Breathe,2019,2019-03-14,0.1484,breathe-2019-3
no_match,,breaking-through-the-light,,Breaking Through The Light,,,,,,
collision_existing,228442,breakfast-1974,1.2501,Breakfast,1974,Breakfast,1974,1974-01-01,0.1002,dejeuner-du-matin
collision_existing,661738,break-2020-3,1.2502,BREAK.,2020,Break,2020,2020-04-20,0.4391,film:587005
collision_existing,661738,break-2020,1.2502,Break,2020,Break,2020,2020-04-20,0.4391,film:587005
no_match,,boys-over-flowers,,Boys Over Flowers,2009,,,,,
no_match,,brad-pitt-in-americas-national-parks,,Brad Pitt In America's National Parks,2017,,,,,
no_match,,borowski-und-die-angst-der-weien-manner,,Borowski und die Angst der weißen Männer,,,,,,
collision_existing,391966,borderline-2012-1,1.2500,Borderline,2012,Borderline,2012,2012-09-15,0.0818,borderline-2012
collision_existing,309846,bophana-a-cambodian-tragedy,1.2500,Bophana: A Cambodian Tragedy,1996,Bophana: A Cambodian Tragedy,1996,1996-01-01,0.0989,bophana-une-tragedie-cambodgienne
no_match,,boss-engira-bhaskaran,,Boss Engira Bhaskaran,2010,,,,,
collision_existing,335832,boonie-bears-a-mystical-winter,1.2507,Boonie Bears: A Mystical Winter,2015,Boonie Bears: A Mystical Winter,2015,2015-01-30,1.4925,boonie-bears-mystical-winter
no_match,,bose-dead-alive,,Bose: Dead/Alive,2017,,,,,
collision_existing,550273,boo-2019-2,1.2503,Boo,2019,Boo!,2019,2019-02-28,0.5877,boo-2019
collision_existing,201858,boney-m-the-magic-of-boney-m,1.2500,Boney M: The Magic of Boney M.,2006,Boney M: The Magic of Boney M.,2006,2006-12-26,0.0000,the-magic-of-boney-m
collision_existing,265195,bombita,1.2526,Wild Tales,2014,Wild Tales,2014,2014-08-21,5.1463,wild-tales
collision_existing,95539,bon-jovi-unplugged,1.0873,Bon Jovi: Unplugged,2007,Bon Jovi | Unplugged On VH1,2007,2007-06-25,0.1942,bon-jovi-unplugged-on-vh1
