reason,tmdb_id,slug,score,movie_title,year_released,tmdb_title,tmdb_year,release_date,popularity,existing_slug
collision_existing,357947,film:288958,1.2501,Surprise,2019,Surprise,2019,2019-02-14,0.1364,surprise-2019
collision_existing,330327,film:257702,1.2500,Little Girl,2013,Little Girl,2013,2013-11-03,0.0143,little-girl-1966
collision_existing,271875,film:195133,1.2500,Σχετικά με τον Βασίλη,1986,About Vassilis,1986,1986-05-25,0.0604,about-vassilis
collision_existing,150605,film:113335,1.2502,The Wedding March,1966,The Wedding March,1966,1966-02-17,0.3831,the-wedding-march-1965
collision_existing,317903,file-253,1.2503,File 253,2015,File 253,2015,2015-02-05,0.5560,archive-253
no_match,,fight-back-to-school-collection,,Fight Back to School Collection,,,,,,
collision_existing,653727,fight-2020,0.9644,Fight!,2020,The Fight,2020,2020-07-31,0.2608,the-fight-2020
no_match,,film:151365,,Весёлая хроника опасного путешествия,1986,,,,,
no_match,,film:108690,,Ο Άνθρωπός Της Καρπαζιάς,1969,,,,,
no_match,,film-kai,,FILM : KAI,2020,,,,,
no_match,,film-bro-filibuster,,Film Bro Filibuster,2021,,,,,
no_match,,fight-for-my-way,,Fight For My Way,2017,,,,,
collision_existing,209269,felony-2014-1,1.2503,Felony,2014,Felony,2014,2014-08-28,0.6994,felony-2013
collision_existing,71138,female-prisoner-701-sasori,0.8902,Female Prisoner 701: Sasori,2011,Female Prisoner #701: Scorpion,1972,1972-08-25,2.6782,female-prisoner-no-701-sasori
no_match,,female-water-seller-of-shantung,,Female Water Seller Of Shantung,1982,,,,,
collision_existing,700711,february-2017,1.2500,February,2017,February,2017,2017-07-07,0.0737,february-2017-1
collision_existing,352107,feeder-1,1.0001,Feeder,,Feeder,2015,2015-07-28,0.1197,feeder
collision_existing,1173368,fear-2012,0.8654,Fear,2012,Fear View,2012,2012-11-08,0.0995,paura
no_match,,felicite-remix-3-vjing,,Félicité Remix #3: VJing,2017,,,,,
no_match,,fathers-away,,Father's Away,2011,,,,,
collision_existing,52418,fate-2008,1.2508,Fate,2008,Fate,2008,2008-03-20,1.5308,fate
collision_existing,364426,fear-itself-2004,1.0002,Fear Itself,2004,Fear Itself,2015,2015-10-18,0.3943,fear-itself-2015
no_match,,fck-my-wedding,,F*ck My Weddin‪g‬,2011,,,,,
no_match,,fear-factory-2012-live-in-sacramento,,Fear Factory: [2012] Live in Sacramento,2012,,,,,
collision_existing,164878,farewell-illusions,1.2503,Farewell Illusions,1985,Farewell Illusions,1985,1985-03-12,0.6298,goodbye-solidarity
collision_existing,85221,fantasmagorie,1.2502,Fantasmagorie,1908,Fantasmagorie,1908,1908-08-17,0.3393,a-fantasy
no_match,,farscape-the-peacekeeper-wars-2004,,Farscape: The Peacekeeper Wars,2004,,,,,
no_match,,famulus-the-planet-scorcher,,Famulus the Planet Scorcher,2018,,,,,
collision_existing,1441862,fallen-iii-the-destiny,1.2501,Fallen III: The Destiny,2007,Fallen III: The Destiny,2007,2007-08-06,0.1172,fallen-the-destiny
collision_existing,1441859,fallen-ii-the-journey,1.2501,Fallen II: The Journey,2007,Fallen II: The Journey,2007,2007-08-05,0.2397,fallen-the-journey
no_match,,falling-for-a-dancer,,Falling for a Dancer,1998,,,,,
collision_existing,179123,eyewitness-1989,1.1001,Eyewitness,1989,Eyewitness,1990,1990-05-04,0.1429,eyewitness-1990
collision_existing,383019,extremes-of-pleasure,1.2501,Extremes of Pleasure,1984,Extremes of Pleasure,1984,1984-01-30,0.1209,extremos-do-prazer
collision_existing,326425,extraction-2015-2,1.2509,Extraction,2015,Extraction,2015,2015-12-18,1.8828,extraction-2015
no_match,,exo-next-door,,EXO Next Door,2015,,,,,
collision_existing,179191,exit-2013-1,1.2501,Exit,2013,Exit,2013,2013-03-22,0.1468,exit-2013-2
no_match,,exterminate-all-the-brutes-2021,,Exterminate All the Brutes,2021,,,,,
no_match,,exploding-myths-richard-daniels-on-the-stanley-kubrick-archive,,Exploding Myths: Richard Daniels on the Stanley Kubrick Archive,2016,,,,,
collision_existing,722979,exceeding-the-time-limit,1.2500,Exceeding the Time Limit,1913,Exceeding the Time Limit,1913,1913-04-01,0.0379,kri-kri-rincasa-tardi
no_match,,exos-showtime,,EXO's Showtime,2013,,,,,
collision_existing,4193,evil-under-the-sun-2001-1,1.0010,Evil Under The Sun,2001,Evil Under the Sun,1982,1982-03-05,2.0275,poirot-evil-under-the-sun
collision_existing,35119,evil-angels,1.2506,Evil Angels,1988,Evil Angels,1988,1988-11-03,1.2193,a-cry-in-the-dark
no_match,,everybodys-love,,Everybody’s Love,1935,,,,,
no_match,,everything-is-going-according-to-plan-massive-attack-v-adam-curtis,,Everything Is Going According to Plan (Massive Attack v Adam Curtis),2013,,,,,
no_match,,everything-gameplay-film,,Everything: Gameplay Film,2017,,,,,
no_match,,everyone-is-doing-great,,Everyone is Doing Great,2018,,,,,
collision_existing,116877,eurythmics-sweet-dreams,1.2501,Eurythmics: Sweet Dreams,1983,Eurythmics: Sweet Dreams,1983,1983-01-01,0.2459,eurythmics-live-from-heaven
collision_existing,437160,eusebio-story-of-a-legend,1.2501,Eusébio: Story of a Legend,2017,Eusébio: Story of a Legend,2017,2017-03-23,0.2370,eusebio-historia-de-uma-lenda
collision_existing,719140,eun-seo-2019,1.2502,Eun-seo,2019,Eun-seo,2019,2019-05-24,0.3885,eunseo
collision_existing,519930,ete-2017,1.2500,Summer,2017,Summer,2017,2017-10-01,0.0000,summer-2017
no_match,,evangelion-3010-opening-12-minutes-10-seconds-10-frames,,Evangelion: 3.0+1.0 Opening 12 Minutes 10 Seconds 10 Frames,2021,,,,,
collision_existing,15468,espion-leve-toi,1.2504,"Espion, lève-toi",1982,"Spy, Stand Up",1982,1982-01-27,0.7267,spy-stand-up
collision_existing,296382,espalhadas-pelo-ar,1.2500,Espalhadas Pelo Ar,2007,Espalhadas Pelo Ar,2007,2007-11-21,0.0577,spread-through-the-air
collision_existing,427396,esias,1.2500,esias,2016,esias,2016,2016-11-07,0.0143,mjs
collision_existing,671897,equinox-2020-2,1.2500,Equinox,2020,Equinox,2020,2020-02-23,0.0535,equinox-2020
collision_existing,571830,entropia-2019,1.2501,Entropia,2019,Entropia,2019,2019-02-11,0.1301,film:500355
collision_existing,379300,erased-2017,1.1007,Erased,2017,Erased,2016,2016-08-17,1.4094,erased-2016
collision_existing,711017,enforcement,1.2505,Enforcement,2020,Enforcement,2020,2020-10-08,0.9881,shorta
collision_existing,460542,end-of-the-commune,1.2501,End of the Commune?,1970,End of the Commune?,1970,1970-06-05,0.1879,ende-einer-kommune
collision_existing,329725,end-note,1.2500,End Note,2005,End Note,2005,2005-01-01,0.0416,antaral-2005
collision_existing,529483,encounter-2018-2,1.2504,Encounter,2018,Encounter,2018,2018-12-09,0.8226,encounter-2018
collision_existing,493684,encrypted-letter,1.2502,Encrypted Letter,2008,Encrypted Letter,2008,2008-04-02,0.4334,coded-paper
no_match,,end-of-sonic-adventure,,End of Sonic Adventure,2017,,,,,
collision_existing,788754,elza-soares-a-mulher-do-fim-do-mundo,1.2500,Elza Soares: A Mulher do Fim do Mundo,2017,Elza Soares: A Mulher do Fim do Mundo,2017,2017-03-03,0.0826,mulher-do-fim-do-mundo-elza-soares
collision_existing,361671,ellis-2015,1.2503,Ellis,2015,Ellis,2015,2015-10-04,0.5029,ellis
low_confidence,814135,elevation-condition,0.7365,Elevation Condition,2021,State of Elevation,2021,2021-04-17,0.0143,
no_match,,eltilerin-savas,,Sisters-In-Law at War,2020,,,,,
no_match,,ellie-and-marianne,,Ellie and Marianne,2006,,,,,
collision_existing,544484,elections-2018,1.2500,Elections,2018,Elections,2018,2018-09-20,0.0609,eleicoes
no_match,,elizabeth-and-margaret-love-and-loyalty,,Elizabeth and Margaret: Love and Loyalty,2020,,,,,
collision_existing,92607,el-seductor-1995,1.2503,El seductor,1995,The Seducer,1995,1995-03-17,0.5753,the-seducer
collision_existing,515375,el-patio,1.0000,El Patio,2016,El Patio,2018,2018-08-02,0.0214,the-graveyard-2016
collision_existing,314717,el-ott,1.2503,El ott,2014,El ott,2014,2014-10-27,0.5198,the-cat-2014
collision_existing,399204,el-miron-1,1.0003,El mirón,,The Voyeur,1977,1977-10-03,0.6176,the-voyeur-1994
collision_existing,265195,el-mas-fuerte,1.2526,Wild Tales,2014,Wild Tales,2014,2014-08-21,5.1463,wild-tales
collision_existing,630484,el-alma-del-bandoneon,1.2501,El alma del bandoneón,1935,El alma del bandoneón,1935,1935-02-02,0.1370,el-alma-de-bandoneon
collision_existing,305724,eight-ranger,1.2505,Eight Ranger,2012,Eight Ranger,2012,2012-07-28,1.0724,eight-rangers
low_confidence,630392,eight-for-silver,0.6360,Eight for Silver,2021,The Cursed,2021,2021-07-28,2.7571,
collision_existing,346657,eight-2015,1.2501,Eight,2015,Eight,2015,2015-03-28,0.2464,eight-2015-1
collision_existing,530374,egun,1.2501,Égun,2015,Égun,2015,2015-01-01,0.1313,egun-os-misterios-do-mar
no_match,,ein-sommer-auf-dem-lande,,Ein Sommer auf dem Lande,1981,,,,,
collision_existing,69018,een-pige-og-39-somnd,1.2502,Een pige og 39 sømænd,1965,Een pige og 39 sømænd,1965,1965-11-12,0.3060,een-pige-og-39-somnd-1965
collision_existing,137492,edguy-live-at-wacken-open-air-2012,1.2500,Edguy - Live at Wacken Open Air 2012,2012,Edguy - Live at Wacken Open Air 2012,2012,2012-08-15,0.0552,edguy-2012-live-at-wacken-open-air
no_match,,ef-a-tale-of-memories-prologue,,ef - a tale of memories. ~prologue~,2007,,,,,
collision_existing,597650,eden-2020-3,1.2502,Eden,2020,Eden,2020,2020-08-07,0.4923,eden-2020
collision_existing,283330,eden-2014-4,1.2505,Eden,2014,Eden,2014,2014-11-19,0.9378,eden-2014-1
collision_existing,190979,ecw-heat-wave-2000,1.2501,ECW Heat Wave 2000,2000,ECW Heat Wave 2000,2000,2000-07-16,0.1949,ecw-heat-wave-2000-2000
collision_existing,632898,eclair-2016-1,1.2501,Éclair,2016,Éclair,2016,2016-03-31,0.2730,eclair-2016
no_match,,editorial-refining-the-story,,Editorial: Refining the Story,2003,,,,,
collision_existing,29214,echoes,1.2503,Echoes,1982,Echoes,1982,1982-01-01,0.5259,echoes-3
collision_existing,582903,echo-2019-3,1.2502,Echo,2019,Echo,2019,2019-12-12,0.4889,echo-2019-1
collision_existing,92647,easy-money-hard-to-kill,1.2504,Easy Money: Hard to Kill,2012,Easy Money: Hard to Kill,2012,2012-08-16,0.7285,easy-money-ii
collision_existing,648783,easy-does-it-2019,1.1003,Easy Does It,2019,Easy Does It,2020,2020-06-05,0.6535,easy-does-it-2020
collision_existing,43115,earth-vs-the-spider,1.2503,Earth vs. the Spider,1958,Earth vs. the Spider,1958,1958-09-01,0.5904,the-spider-1958
no_match,,dulcet,,Dulcet,,,,,,
no_match,,dryvrs-just-me-in-my-house-by-myself,,DRYVRS: Just Me In My House By Myself,,,,,,
collision_existing,40032,drunken-fist,0.7907,Drunken Fist,1981,Revenge of Drunken Master,1981,1981-11-20,0.3727,revenge-of-the-drunken-master
collision_existing,173471,drop-out-1998,1.2501,Drop Out,1998,Drop Out,1998,1998-10-01,0.1385,drop-out-nippelsuse-schlagt-zuruck
collision_existing,215959,drop-2013,1.2500,Drop,2013,Drop,2013,2013-09-08,0.0261,drop-2
no_match,,driver-san-francisco-trailer,,Driver San Francisco Trailer,,,,,,
collision_existing,404294,drifters-2016-1,1.2500,Drifters,2016,Drifters,2016,2016-06-23,0.0892,drifters-2016
collision_existing,732525,drama-queen-2020,1.2501,Drama Queen,2020,Drama Queen,2020,2020-02-14,0.1135,drama-queen
no_match,,dreaming-animated-short,,Dreaming (Animated Short),2021,,,,,
collision_existing,299963,dragon-ball-z-gather-together-gokus-world,1.2506,Dragon Ball Z: Gather Together! Goku's World,1992,Dragon Ball Z: Gather Together! Goku's World,1992,1992-09-17,1.2636,dragon-ball-z-atsumare-gokus-world
no_match,,dragon-ball-z-abridged,,Dragon Ball Z Abridged,,,,,,
no_match,,dragon-ball-z-battlefield-namek,,Dragon Ball Z: Battlefield Namek,2020,,,,,
collision_existing,60490,dorian,1.2504,Dorian,2003,Dorian,2003,2003-04-23,0.8094,pact-with-the-devil-2003
collision_existing,72565,doraemon-nobita-and-the-knights-on-dinosaurs,1.2511,Doraemon: Nobita and the Knights on Dinosaurs,1987,Doraemon: Nobita and the Knights on Dinosaurs,1987,1987-03-14,2.1224,doraemon-nobita-and-the-knights-of-dinosaurs
low_confidence,100159,doomed-fort,0.6744,Doomed Fort,1964,Massacre at Fort Grant,1964,1964-12-04,0.2442,
no_match,,doreiku-the-animation,,DOREIKU The Animation,2018,,,,,
collision_existing,291173,dont-cry-pretty-girls,1.2502,"Don’t Cry, Pretty Girls!",1970,"Don’t Cry, Pretty Girls!",1970,1970-12-03,0.3073,nice-girls-dont-cry
no_match,,dont-cry-for-salim,,Don't Cry for Salim,1989,,,,,
collision_existing,171392,doodles,0.7001,Doodles,2016,Daffy Doodles,1946,1946-04-06,0.1973,daffy-doodles
collision_existing,5061,dont-lose-your-head-1966,1.1004,Don't Lose Your Head,1966,Don't Lose Your Head,1967,1967-03-02,0.7951,carry-on-dont-lose-your-head
no_match,,donna-stronger-than-pretty,,Donna: Stronger Than Pretty,2021,,,,,
no_match,,dont-copy-that-floppy,,Don't Copy That Floppy,1992,,,,,
collision_existing,17501,don-2006-3,1.2509,Don,2006,Don,2006,2006-10-20,1.8839,don-2006
collision_existing,432619,dolores-2017-1,1.2501,Dolores,2017,Dolores,2017,2017-01-20,0.2374,dolores-2017
no_match,,donda-documentary,,DONDA Documentary,2021,,,,,
collision_existing,725649,dogwashers,1.2502,Dogwashers,2020,Dogwashers,2020,2020-10-09,0.4608,lavaperros
collision_existing,1477558,dogs-3,1.2500,Dogs,2019,Dogs,2019,2019-10-27,0.0379,film:574741
no_match,,domestic-girlfriend,,Domestic Girlfriend,2019,,,,,
no_match,,dogs-stray-dogs-howling-in-the-dark,,Dogs: Stray Dogs Howling in the Dark,2009,,,,,
collision_existing,421882,doctors,1.1251,Doctors,2016,5 Doctors,2016,2016-10-15,0.2245,5-doctors
collision_existing,595464,doctor-lisa,1.2505,Doctor Lisa,2020,Doctor Lisa,2020,2020-10-22,0.9588,doctor-liza
no_match,,do-do-sol-sol-la-la-sol,,Do Do Sol Sol La La Sol,2020,,,,,
collision_existing,132515,dna-sights-9999,1.0005,DNA Sights 999.9,,DNA Sights 999.9,1998,1998-12-18,0.9832,dna-sights-9999-1998
no_match,,doctor-prisoner,,Doctor Prisoner,2019,,,,,
no_match,,doctor-castor,,Doctor Castor,2021,,,,,
no_match,,do-you-like-brahms,,Do You Like Brahms?,2020,,,,,
collision_existing,502074,disconnected-2018,1.2504,Disconnected,2018,Disconnected,2018,2018-02-22,0.7247,sconnessi
collision_existing,550158,disclaimer,1.2502,Disclaimer,2019,Disclaimer,2019,2019-11-27,0.3324,toute-ressemblance
collision_existing,22817,disaster-2005,1.2503,Disaster!,2005,Disaster!,2005,2005-11-04,0.5055,film:37676
no_match,,disney-star-wars-episode-vii-return-of-the-empire,,Disney Star Wars Episode VII: Return of the Empire,2013,,,,,
collision_existing,198633,dio-finding-the-sacred-heart-live-in-philly-1986,1.2501,Dio: Finding the Sacred Heart,2013,Dio | Finding the Sacred Heart,2013,2013-05-27,0.1255,dio-finding-the-sacred-heart
no_match,,dilal-alsammt,,Dilal Alsammt,,,,,,
collision_existing,426183,diebuster-the-movie,1.2507,Diebuster: The Movie,2006,Diebuster: The Movie,2006,2006-10-01,1.3132,gunbuster-2-diebuster
no_match,,die-toten-von-marnow,,Die Toten von Marnow,,,,,,
no_match,,digital-theatre-the-container,,Digital Theatre: The Container,2009,,,,,
no_match,,diggin-in-the-carts,,Diggin' in the Carts,2014,,,,,
no_match,,die-toten-vom-bodensee-stille-wasser,,Die Toten vom Bodensee: Stille Wasser,2016,,,,,
no_match,,die-toten-vom-bodensee-meerjungfrau,,Die Toten vom Bodensee: Meerjungfrau,2018,,,,,
no_match,,die-toten-vom-bodensee-die-braut,,Die Toten vom Bodensee - Die Braut,2017,,,,,
no_match,,die-toten-vom-bodensee-die-wiederkehrer,,Die Toten vom Bodensee: Die Wiederkehrer,2018,,,,,
no_match,,die-toten-vom-bodensee-abgrundtief,,Die Toten vom Bodensee - Abgrundtief,2017,,,,,
no_match,,die-toten-vom-bodensee,,Die Toten vom Bodensee,2014,,,,,
collision_existing,243463,didi-the-treasure-raider,1.2502,"Didi, the Treasure Raider",2006,Didi - The Treasure Raider,2006,2006-01-06,0.3821,didi-o-cacador-de-tesouros
no_match,,die-guten-und-die-bosen,,Die Guten und die Bösen,2020,,,,,
no_match,,die-grosse-otto-gesamtbox,,Die grosse OTTO Gesamtbox,2010,,,,,
collision_existing,269660,diary-ng-panget,1.2503,Diary ng Panget,2014,Diary ng Panget,2014,2014-04-02,0.5265,diary-of-an-ugly
no_match,,devilman-ova-collection,,Devilman OVA Collection,,,,,,
no_match,,diary-for-a-story,,Diary for a Story,1998,,,,,
collision_existing,43031,devi,1.2503,Devi,1960,Devi,1960,1960-02-19,0.6603,devi-the-goddess
no_match,,dev-bhoomi,,Dev Bhoomi,2016,,,,,
low_confidence,342361,deutschland-erwacht,0.6971,Deutschland erwacht!,1933,Germany Awakens - A Document of the Rebirth of Germany,1933,1933-04-19,0.0684,
collision_existing,372762,detective-opera-milky-holmes-the-movie-milky-holmes-counterattack,1.2503,Detective Opera Milky Holmes the Movie: Milky Holmes' Counterattack,2016,Detective Opera Milky Holmes the Movie: Milky Holmes' Counterattack,2016,2016-02-27,0.5977,tantei-opera-milky-holmes-the-movie-milky-holmes-counterattack
collision_existing,614017,detention-2020,1.1008,Detention,2020,Detention,2019,2019-09-20,1.5177,detention-2019
collision_existing,47177,devils-playground-2014,1.0003,Devil's Playground,2014,Devil's Playground,2010,2010-08-21,0.5285,devils-playground-2010
collision_existing,36166,devilman-1972-1,1.0008,Devilman,1972,Devilman,2004,2004-10-09,1.5902,devilman
collision_existing,524191,destiny-2016-1,1.2501,Destiny,2016,Destiny,2016,2016-11-01,0.1483,destiny-2016
collision_existing,293302,desire-in-motion,1.2502,Desire in Motion,1994,Desire in Motion,1994,1994-01-01,0.3343,mouvements-du-desir
no_match,,detroit-metal-city-birth-of-the-metal-devil,,Detroit Metal City: Birth of the Metal Devil,2008,,,,,
no_match,,desfile-de-rurales-al-galope-el-16-de-septiembre,,Ruraux au galop,1896,,,,,
no_match,,destroy-all-godzillas,,Destroy All Godzillas,2020,,,,,
no_match,,destroyed-by-chair,,DESTROYED BY CHAIR,2006,,,,,
no_match,,designing-and-building-middle-earth,,Designing and Building Middle-Earth,2002,,,,,
no_match,,designing-middle-earth-2003,,Designing Middle-Earth,2003,,,,,
collision_existing,681459,derek-delgaudios-in-of-itself,1.2502,Derek DelGaudio's In & of Itself,2020,Derek DelGaudio's In & of Itself,2020,2020-10-24,0.4585,in-of-itself
no_match,,designated-survivor-60-days,,Designated Survivor: 60 Days,2019,,,,,
collision_existing,185016,der-besuch-2011,1.2501,The visitor,2011,The Visitor,2011,2011-04-28,0.2959,the-visitor-2011
collision_existing,287801,dennis-miller-america-180,1.2501,Dennis Miller: America 180,2014,Dennis Miller: America 180,2014,2014-06-13,0.2144,dennis-miller-america-180-degrees
no_match,,dennis-awe-in-concert,,Dennis Awe in Concert,,,,,,
collision_existing,635302,demon-slayer-kimetsu-no-yaiba-the-movie-mugen-train,1.2567,Demon Slayer – Kimetsu no Yaiba – The Movie: Mugen Train,2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,2020-10-16,13.4765,demon-slayer-the-movie-mugen-train
collision_existing,701510,delivered-2020-1,1.2503,Delivered,2020,Delivered,2020,2020-05-08,0.6678,delivered-2020
collision_existing,249890,delirious-saturdays,1.2501,Delirious Saturdays,1979,Delirious Saturdays,1979,1979-04-29,0.1418,sabado-alucinante
collision_existing,193805,dejeuner-du-chat,1.2500,Déjeuner du Chat,1895,Déjeuner du Chat,1895,1895-01-01,0.0664,le-dejeuner-du-chat
no_match,,demon-beast-invasion-volume-5,,Demon Beast Invasion Volume 5,1994,,,,,
no_match,,demon-beast-invasion-volume-3,,Demon Beast Invasion Volume 3,1991,,,,,
no_match,,demon-beast-invasion-volume-4,,Demon Beast Invasion Volume 4,1991,,,,,
no_match,,demi-lovato-dancing-with-the-devil-2021,,Demi Lovato: Dancing with the Devil,2021,,,,,
no_match,,delo-beilisa,,Delo Beilisa,1917,,,,,
collision_existing,36336,deep-waters-1,1.0003,Deep Waters,,Deep Waters,1948,1948-07-22,0.5098,deep-waters
collision_existing,23408,deep-purple-they-all-came-down-to-montreux,1.2501,Deep Purple - They All Came Down To Montreux,2008,Deep Purple - They All Came Down To Montreux,2008,2008-02-19,0.1371,deep-purple-live-at-montreux-they-all-came-down-to-montreux
collision_existing,433579,deep-purple-live-in-california-74,0.7813,Deep Purple: Live In California '74,2005,Deep Purple - California Jam 1974,1974,1974-04-06,0.1938,deep-purple-california-jam-1974
collision_existing,568922,dedalus,1.2502,Dedalus,2018,Dedalus,2018,2018-10-28,0.3237,film:497330
no_match,,deep-sea-monster-raiga-vs-lava-beast-ohga,,Deep Sea Monster Raiga vs. Lava Beast Ohga,2020,,,,,
low_confidence,1223708,deaths-shadow,0.7500,Death's Shadow,1915,The Shadow of Her Past,1915,1915-11-01,0.0379,
no_match,,deep-impact-david-george-remembers-peter-george,,Deep Impact: David George Remembers Peter George,2016,,,,,
collision_existing,260259,death-of-hitch-hikers,1.2501,Death of Hitch-Hikers,1979,Death of Hitch-Hikers,1979,1979-10-05,0.2045,smrt-stoparek
no_match,,deca-dence,,Deca-Dence,2020,,,,,
collision_existing,30435,death-live-in-la,0.9698,Death - Live In L.A,,Death: Live in LA,2001,2001-10-16,0.2000,death-live-in-la-2001
no_match,,death-records,,Death Records,2018,,,,,
no_match,,death-penalty-priest,,Death Penalty Priest,1982,,,,,
no_match,,dears,,DearS,2004,,,,,
no_match,,dearest-boy,,Dearest Boy,2021,,,,,
no_match,,death-in-holy-orders,,Death in Holy Orders,2003,,,,,
collision_existing,335154,dealer-2014,1.2502,Dealer,2014,Dealer,2014,2014-09-04,0.3310,dealer-2014-1
no_match,,deadly-therapy,,Deadly Therapy,2021,,,,,
collision_existing,90443,dead-water-1934,1.2501,Dead Water,1934,Dead Water,1934,1934-10-25,0.1540,dood-water
collision_existing,141899,dead-soon,1.2500,Dead Soon,2012,Dead Soon,2012,2012-09-11,0.0811,the-fugue-2012
collision_existing,1194670,dear-brother-1991,1.0001,Dear Brother,1991,Dear Brother,2023,2023-10-17,0.1300,brother-dear-brother
collision_existing,222116,dead-mans-trail-1975,1.2501,Dead Man's Trail,1975,Dead Man's Trail,1975,1975-06-01,0.2105,i-dod-mans-spar
no_match,,deadman-wonderland-the-red-knife-wielder,,Deadman Wonderland: The Red Knife Wielder,2011,,,,,
collision_existing,77067,dead-head,0.8892,Dead Head,1986,DeadHeads,2011,2011-04-29,0.5849,deadheads
no_match,,de-droom-van-had-je-maar,,De droom van had-je maar,1921,,,,,
collision_existing,161040,david-2013-1,1.2505,David,2013,David,2013,2013-02-01,1.0633,david-2013
no_match,,david-goliath-and-a-rooster,,"David, Goliath and a Rooster",1960,,,,,
no_match,,david-gilmour-meltdown-concert,,David Gilmour: Meltdown Concert,2002,,,,,
collision_existing,43899,david-copperfield-1986,1.0005,David Copperfield,1986,David Copperfield,1935,1935-01-18,0.9443,david-copperfield-1935
collision_existing,43899,david-copperfield-1974,1.0005,David Copperfield,1974,David Copperfield,1935,1935-01-18,0.9443,david-copperfield-1935
collision_existing,785777,das-boot-revisited-an-underwater-success-story,1.2503,Das Boot Revisited: An Underwater Success Story,2021,Das Boot Revisited: An Underwater Success Story,2021,2021-01-10,0.5449,das-boot-revisited-movie-hit-from-the-depth
collision_existing,540920,dark-mirror-2017,0.8215,Dark Mirror,2017,Dark Image,2017,2017-09-24,0.2390,dark-mirror-2019
collision_existing,263564,dark-hearts-2014,1.2502,Dark Hearts,2014,Dark Hearts,2014,2014-04-29,0.3343,dark-hearts
collision_existing,515820,dany-2018,1.2502,Dany,2018,Dany,2018,2018-05-30,0.3212,mon-ket
no_match,,darwins-game,,Darwin's Game,2020,,,,,
collision_existing,195568,danse-espagnole-de-la-feria-sevillanos,1.2500,Danse espagnole de la Feria Sevillanos,1900,Danse espagnole de la Feria Sevillanos,1900,1900-05-21,0.0743,danses-espagnoles-1900
no_match,,dark-entity,,Dark Entity,2020,,,,,
no_match,,danila-poperechny-f_ck,,Danila Poperechny: F_CK,2016,,,,,
collision_existing,660637,dance-of-the-forty-one,1.2505,Dance of the Forty One,2020,Dance of the Forty One,2020,2020-11-19,1.0759,dance-of-the-41
no_match,,dangerous-teaser,,Dangerous Teaser,1991,,,,,
collision_existing,28856,daimajin-strikes-again,0.6608,Daimajin Strikes Again,1966,Wrath of Daimajin,1966,1966-12-10,1.1297,wrath-of-daimajin
no_match,,dananir,,Dananir,1940,,,,,
collision_existing,452188,daddy-cool-1,1.0003,DADDY COOL,,Daddy Cool,2017,2017-11-01,0.5185,daddy-cool-2017
collision_existing,385124,daddy-2015-1,1.2505,Daddy,2015,Daddy,2015,2015-09-12,0.9357,daddy-2015
collision_existing,211505,dabbe-3-bir-cin-vakas,1.2028,Dabbe 3: Bir Cin Vakası,2012,D@bbe: Demon Possession,2012,2012-08-03,0.7392,dabbe-bir-cin-vakas
collision_existing,254712,dabbe-4-cin-carpmas,1.1982,Dabbe 4: Cin Çarpması,2013,D@bbe: The Possession,2013,2013-08-02,1.5731,dabbe-cin-carpmas
collision_existing,46463,da-kath-kim-code,1.2502,Da Kath & Kim Code,2005,Da Kath & Kim Code,2005,2005-11-27,0.4058,da-kath-and-kim-code
low_confidence,579357,da-tie-nu,0.6504,Da tie nu,1974,The Dumb Ox,1974,1974-05-26,0.8546,
collision_existing,664721,cyrille,1.2500,Cyrille,2020,Cyrille,2020,2020-02-26,0.0948,cyrille-agriculteur-30-ans-20-vaches-du-lait-du-beurre-des-dettes
no_match,,daft-punk-live-at-grant-park-chicago,,Daft Punk: Live at Grant Park Chicago,2007,,,,,
collision_existing,615685,cycle-2018-2,1.2501,Cycle,2018,Cycle,2018,2018-11-02,0.2973,cycle-2018-1
no_match,,cvrcek,,Cvrcek,,,,,,
collision_existing,489288,cured,1.2501,Cured,2016,Cured,2016,2016-04-10,0.2685,cured-2016
collision_existing,394288,curacha-ang-babaing-walang-pahinga,1.2503,"Curacha, Ang Babaeng Walang Pahinga",1998,Curacha: The Restless Woman,1998,1998-05-27,0.5065,curacha-the-restless-woman
no_match,,cursed-city-a-dramatical-comedy,,Cursed City: A dramatical comedy,1954,,,,,
collision_existing,702738,cryptopia-bitcoin-blockchains-the-future-of-the-internet,1.2502,"Cryptopia: Bitcoin, Blockchains & the Future of the Internet",2020,"Cryptopia: Bitcoin, Blockchains & the Future of the Internet",2020,2020-12-10,0.3847,cryptopia-bitcoin-blockchains-and-the-future-of-the-internet
no_match,,cruel-fixation,,Cruel Fixation,2019,,,,,
collision_existing,770624,crossroads-2020-2,1.2501,Crossroads,2020,Crossroads,2020,2020-12-08,0.2928,rendezvous-2020-1
no_match,,cryptid-fever,,Cryptid Fever,2019,,,,,
no_match,,cruel-doubt,,Cruel Doubt,1992,,,,,
collision_existing,58905,crusades,0.8003,Crusades,1995,The Crusades,1935,1935-08-21,0.5046,the-crusades
collision_existing,52113,crime-on-the-highway,1.2503,Crime on the Highway,1982,Crime on the Highway,1982,1982-09-30,0.5022,delitto-sullautostrada
collision_existing,675041,crazy-for-change,1.2502,Crazy For Change,2020,Crazy for Change,2020,2020-11-27,0.4141,locas-por-el-cambio
